Date,Open,High,Low,Close
5/4/2012,18.03,19.28,17.81,19.16
5/7/2012,19.8,19.87,18.41,18.94
5/8/2012,19.44,20.91,17.95,19.05
5/9/2012,20.65,21.59,19.38,20.08
5/10/2012,19.25,19.88,18.77,18.83
5/11/2012,19.93,19.94,18.62,19.89
5/14/2012,21.47,21.87,20.94,21.87
5/15/2012,21.43,22.7,20.76,21.97
5/16/2012,21.54,22.69,20.83,22.27
5/17/2012,21.99,24.51,21.87,24.49
5/18/2012,23.27,25.14,23.07,25.1
5/21/2012,24.88,24.88,22.01,22.01
5/22/2012,21.76,23.19,19.98,22.48
5/23/2012,23.32,24.62,21.99,22.33
5/24/2012,22,23.22,21.48,21.54
5/25/2012,22.05,22.29,21.3,21.76
5/29/2012,21.7,22.47,20.99,21.03
5/30/2012,22.68,24.14,22.66,24.14
5/31/2012,23.83,25.46,22.78,24.06
6/1/2012,25.87,26.71,23.94,26.66
6/4/2012,26.35,27.73,25.72,26.12
6/5/2012,25.9,25.9,24.5,24.68
6/6/2012,23.76,23.89,21.8,22.16
6/7/2012,21,22.48,20.74,21.72
6/8/2012,22.54,23.1,20.29,21.23
6/11/2012,19.87,23.56,19.63,23.56
6/12/2012,23.15,23.9,22.09,22.09
6/13/2012,22.93,24.93,22.66,24.27
6/14/2012,24.19,24.81,21.55,21.68
6/15/2012,22.47,23.09,20.61,21.11
6/18/2012,21.76,21.98,18.24,18.32
6/19/2012,17.66,18.62,17.36,18.38
6/20/2012,17.96,20.05,17.09,17.24
6/21/2012,16.89,20.48,16.77,20.08
6/22/2012,18.65,19.37,17.9,18.11
6/25/2012,20.47,21.36,19.89,20.38
6/26/2012,20.01,20.57,19.42,19.72
6/27/2012,19.55,20.12,19.38,19.45
6/28/2012,20.33,21.19,19.6,19.71
6/29/2012,17.52,19.71,16.87,17.08
7/2/2012,17.62,18.19,16.66,16.8
7/3/2012,16.67,16.92,16.27,16.66
7/5/2012,17.61,18.22,17.18,17.5
7/6/2012,18.2,18.25,16.95,17.1
7/9/2012,18.17,18.32,17.73,17.98
7/10/2012,17.51,19.19,17.29,18.72
7/11/2012,17.98,19.17,17.84,17.95
7/12/2012,18.82,19.51,17.75,18.33
7/13/2012,17.78,17.82,16.36,16.74
7/16/2012,17.31,17.32,16.46,17.11
7/17/2012,16.72,17.46,16.09,16.48
7/18/2012,16.81,16.81,15.69,16.16
7/19/2012,16.06,16.7,15.45,15.45
7/20/2012,16.65,17.05,15.97,16.27
7/23/2012,20.41,20.49,18.34,18.62
7/24/2012,18.38,21,18.37,20.47
7/25/2012,19.79,20.67,18.99,19.34
7/26/2012,17.68,18.47,17.07,17.53
7/27/2012,17.11,17.3,16.52,16.7
7/30/2012,17.55,18.08,17.23,18.03
7/31/2012,18.4,19.09,18.26,18.93
8/1/2012,18.8,19.18,18.2,18.96
8/2/2012,19.05,19.25,17.56,17.57
8/3/2012,16.05,16.45,15.64,15.64
8/6/2012,15.85,16.27,15.82,15.95
8/7/2012,15.55,16.03,15.48,15.99
8/8/2012,16.46,16.47,15.27,15.32
8/9/2012,15.39,15.67,15.28,15.28
8/10/2012,15.34,15.5,14.73,14.74
8/13/2012,14.09,14.67,13.67,13.7
8/14/2012,13.91,15.06,13.91,14.85
8/15/2012,14.82,14.98,14.36,14.63
8/16/2012,14.88,15.15,14.28,14.29
8/17/2012,14.23,14.3,13.3,13.45
8/20/2012,14.11,14.78,13.38,14.02
8/21/2012,14.1,15.44,13.46,15.02
8/22/2012,15.32,15.52,14.75,15.11
8/23/2012,15,16.45,15,15.96
8/24/2012,15.99,16,15.18,15.18
8/27/2012,16.15,16.38,15.75,16.35
8/28/2012,16.32,16.92,16.01,16.49
8/29/2012,16.61,17.06,16.5,17.06
8/30/2012,17.48,18.05,17.44,17.83
8/31/2012,17.25,18.04,16.56,17.47
9/4/2012,18.65,18.96,17.85,17.98
9/5/2012,17.38,17.84,16.99,17.74
9/6/2012,17.3,17.3,15.6,15.6
9/7/2012,15.6,15.6,14.33,14.38
9/10/2012,14.27,16.28,13.97,16.28
9/11/2012,16.11,16.41,15.46,16.41
9/12/2012,15.59,16.31,15.43,15.8
9/13/2012,15.6,16.54,13.91,14.05
9/14/2012,13.82,14.71,13.51,14.51
9/17/2012,14.67,14.92,14.38,14.59
9/18/2012,14.51,14.88,13.97,14.18
9/19/2012,13.95,14.08,13.61,13.88
9/20/2012,14.63,14.67,14.07,14.07
9/21/2012,13.94,14.18,13.69,13.98
9/24/2012,15.06,15.06,13.87,14.15
9/25/2012,14.19,15.72,14.03,15.43
9/26/2012,15.83,17.08,15.83,16.81
9/27/2012,16.38,16.5,14.83,14.84
9/28/2012,15.23,15.77,14.95,15.73
10/1/2012,16.03,16.53,15.13,16.32
10/2/2012,15.85,16.5,15.7,15.71
10/3/2012,15.63,16.02,15.13,15.43
10/4/2012,15.23,15.33,14.53,14.55
10/5/2012,13.68,14.78,13.67,14.33
10/8/2012,15.19,15.46,15.04,15.11
10/9/2012,15.28,16.4,15.18,16.37
10/10/2012,16.52,16.79,16.13,16.29
10/11/2012,15.33,15.8,15.31,15.59
10/12/2012,15.41,16.18,14.96,16.14
10/15/2012,16.05,16.21,15.23,15.27
10/16/2012,14.84,15.23,14.5,15.22
10/17/2012,15.43,15.63,14.9,15.07
10/18/2012,15.25,15.5,14.68,15.03
10/19/2012,14.91,17.6,14.9,17.06
10/22/2012,17.44,17.98,16.62,16.62
10/23/2012,18.23,19.65,18.17,18.83
10/24/2012,18.22,18.67,17.93,18.33
10/25/2012,17.56,18.64,17.3,18.12
10/26/2012,18.03,18.64,17.52,17.81
10/31/2012,17.68,18.84,17.56,18.6
11/1/2012,17.77,17.79,16.45,16.69
11/2/2012,16.06,17.6,16.05,17.59
11/5/2012,18.33,18.7,18.13,18.42
11/6/2012,18.16,18.17,17.19,17.58
11/7/2012,17.72,19.4,17.62,19.08
11/8/2012,18.69,18.69,17.96,18.49
11/9/2012,18.8,18.81,17.67,18.61
11/12/2012,18.15,18.15,16.45,16.68
11/13/2012,17.36,17.38,16.12,16.65
11/14/2012,16.32,18.05,15.93,17.92
11/15/2012,17.74,18.64,17.62,17.99
11/16/2012,17.65,18.5,16.41,16.41
11/19/2012,15.88,15.98,15.1,15.24
11/20/2012,15.11,15.65,15.06,15.08
11/21/2012,14.96,15.43,14.77,15.31
11/23/2012,15,15.26,15,15.14
11/26/2012,15.63,15.84,15.47,15.5
11/27/2012,15.3,15.93,15.01,15.92
11/28/2012,16.43,16.98,15.47,15.51
11/29/2012,15.21,15.51,15.02,15.06
11/30/2012,15.26,16.17,14.89,15.87
12/3/2012,15.81,16.69,15.76,16.64
12/4/2012,16.66,17.37,16.38,17.12
